playlist_idx,hybrid_recommendations
2600,"[237495, 250306, 221079, 86790, 64550, 237415, 84826, 216374, 53497, 14975, 54047, 219734, 230184, 218755, 103098, 58505, 143123, 72522, 203253, 86135, 68844, 5894, 166690, 130724, 216252, 70529, 7627, 215457, 216240, 27071, 131429, 65143, 251689, 241787, 30051, 129996, 234425, 62064, 77655, 143095, 229720, 8445, 139096, 19825, 122751, 104413, 65433, 99481, 149917, 49453]"
2606,"[121753, 229720, 180201, 2125, 103098, 249785, 242528, 13475, 206765, 44387, 203253, 191313, 68450, 237495, 169595, 9092, 181640, 104413, 116049, 250306, 170299, 245084, 48207, 249870, 176912, 128223, 235367, 252213, 83674, 110859, 142102, 52357, 38862, 35332, 124237, 10377, 221079, 141809, 98873, 144118, 68844, 203427, 39687, 221860, 163048, 241312, 101103, 10765, 249109, 204273]"
2608,"[245084, 131355, 229720, 63263, 67273, 35237, 27407, 110859, 207513, 116049, 249785, 118618, 135193, 68450, 236961, 103098, 124237, 191177, 233897, 251849, 106017, 44387, 45495, 13597, 2125, 165827, 107705, 225852, 57996, 221860, 180201, 249870, 216374, 143123, 32427, 150659, 91763, 193035, 193787, 65873, 215457, 205833, 14975, 96623, 209209, 153789, 242528, 9092, 33309, 203427]"
2620,"[29052, 247450, 208248, 232729, 208658, 168606, 202104, 10765, 217339, 202106, 77995, 231840, 20673, 102026, 152463, 83460, 149739, 104659, 183213, 245418, 6765, 31885, 118317, 103823, 204569, 104413, 250245, 213713, 38245, 139095, 181596, 226215, 14281, 116897, 227395, 237495, 122336, 250362, 186479, 228264, 39349, 38529, 201211, 56322, 36372, 222741, 235367, 84055, 78987, 116049]"
2622,"[110859, 135193, 191177, 67273, 250306, 229720, 203557, 203253, 124094, 216374, 121753, 235367, 116049, 249785, 207513, 103098, 181640, 237495, 221860, 64550, 131355, 184725, 96114, 193787, 219734, 187162, 245084, 153789, 102192, 29920, 45495, 130724, 63263, 14975, 27407, 68844, 54047, 191116, 189386, 57996, 249109, 45282, 97864, 237415, 118618, 58418, 232281, 104413, 155439, 191316]"
2623,"[183688, 191313, 111863, 216260, 51431, 163571, 139257, 89133, 229551, 237774, 134641, 237978, 102680, 219789, 168972, 124094, 193035, 5889, 215955, 233897, 219221, 177435, 208382, 198183, 131355, 114702, 35237, 49096, 251617, 113368, 244627, 140867, 22005, 39251, 57536, 29246, 161772, 63263, 44749, 71825, 112277, 249870, 153712, 6200, 13475, 172218, 249774, 185423, 92245, 161746]"
2628,"[21934, 90867, 194684, 128463, 81071, 209804, 26999, 153713, 6543, 184315, 251689, 153229, 21385, 145123, 140583, 195264, 140314, 55051, 73704, 65001, 24453, 184725, 237495, 136073, 139638, 211056, 38537, 116049, 194834, 124751, 80941, 226215, 56322, 59304, 125516, 238621, 24125, 77127, 235367, 26189, 7693, 92376, 129764, 216374, 191177, 22529, 225150, 124310, 251806, 130905]"
2635,"[196254, 65642, 96567, 25990, 113608, 239898, 193887, 96476, 143123, 45217, 36933, 2149, 42814, 12583, 132143, 207513, 12274, 916, 163050, 201066, 231551, 181596, 39830, 16769, 172058, 170291, 242528, 195884, 112869, 45825, 64550, 99298, 116049, 76833, 45945, 124497, 57383, 84432, 134388, 105061, 125751, 93035, 10737, 149917, 209171, 241787, 96186, 250946, 132398, 84826]"
2645,"[38245, 130032, 231254, 97330, 58141, 135471, 54114, 46380, 206400, 246081, 135397, 161162, 176401, 136468, 168341, 73995, 148753, 27560, 53442, 131439, 218685, 3884, 190925, 241834, 173821, 169451, 116526, 87043, 241625, 230872, 232845, 75920, 115065, 193010, 10137, 77657, 84350, 132684, 208864, 177055, 178920, 157693, 131254, 66741, 7580, 31007, 192049, 52361, 67401, 11865]"
2676,"[235367, 116049, 221079, 64550, 16769, 86790, 54047, 250666, 103098, 53497, 140314, 143123, 14975, 72522, 29920, 99481, 215457, 210354, 204273, 65433, 219734, 121753, 180201, 86135, 104413, 50047, 241787, 232281, 30051, 68844, 203253, 35237, 251689, 184725, 63084, 216252, 161346, 208529, 96494, 140167, 230184, 129996, 191316, 8445, 234425, 85025, 203856, 56352, 218755, 151584]"
2691,"[86790, 218755, 64550, 129996, 58505, 235367, 86135, 68163, 210354, 149917, 221079, 62064, 131429, 249186, 156348, 49453, 54047, 230184, 16769, 171147, 232281, 116049, 53497, 166690, 77655, 153789, 16252, 151584, 65143, 216252, 107507, 237495, 203253, 7627, 103098, 61874, 189386, 216283, 122751, 203557, 156298, 121813, 237009, 106903, 190899, 143389, 237415, 130724, 245084, 184979]"
2707,"[245418, 225394, 32793, 251981, 62531, 83087, 168210, 97551, 144575, 13191, 85508, 106804, 139725, 145634, 167934, 201416, 196135, 241388, 134300, 225017, 50124, 221049, 17425, 154977, 197981, 89801, 20090, 226684, 210611, 186258, 183653, 5923, 13068, 190572, 64861, 192187, 212784, 87380, 135248, 146044, 215498, 170850, 77460, 149792, 133000, 142963, 247083, 232120, 5131, 112476]"
2712,"[58141, 38245, 231254, 129035, 130032, 97330, 82207, 135948, 155540, 73995, 46380, 87043, 27560, 54114, 212881, 116526, 135471, 190925, 77657, 3884, 131439, 246081, 10137, 132684, 208658, 136468, 155604, 193941, 129898, 246233, 23543, 177055, 192049, 238860, 232729, 241834, 178920, 105644, 148390, 191313, 168507, 173821, 29052, 905, 221506, 36852, 208248, 171412, 8706, 73807]"
2715,"[250306, 96809, 229720, 249785, 64550, 27407, 191177, 156298, 149636, 50047, 68163, 251849, 82821, 35237, 95081, 92846, 122277, 121813, 121753, 11830, 249186, 235367, 72522, 38018, 237415, 68796, 140167, 167186, 103098, 119775, 153789, 209437, 110859, 216540, 219734, 57996, 174420, 37668, 9092, 143123, 68844, 65433, 104413, 63230, 252213, 106909, 184445, 195884, 203557, 124237]"
2730,"[202106, 6666, 152463, 208248, 245418, 168606, 231840, 223774, 86424, 6765, 57996, 119775, 24004, 48557, 247450, 180201, 181596, 17649, 234647, 201211, 45282, 104413, 118317, 191177, 191313, 242974, 37636, 102584, 90523, 245858, 57572, 10765, 93035, 56156, 20673, 68844, 63352, 249785, 174692, 207476, 251981, 19378, 85508, 47445, 237495, 251276, 109660, 225394, 103098, 104659]"
2733,"[237495, 153789, 235367, 45282, 159681, 184725, 14975, 68844, 47611, 140314, 237415, 2000, 250306, 99481, 76572, 140434, 43498, 13475, 16769, 104413, 157873, 85556, 174051, 251689, 33309, 146644, 216374, 90724, 124094, 103098, 234425, 68922, 186992, 34962, 116049, 4748, 17731, 172576, 182505, 30051, 248655, 77411, 191641, 195884, 7166, 10765, 230184, 50047, 86790, 179215]"
2735,"[249785, 86135, 130724, 180201, 131429, 86790, 64550, 50047, 191177, 26659, 205833, 129996, 68844, 235367, 119775, 116049, 57996, 215457, 56156, 63352, 103098, 245084, 35237, 181640, 149917, 237495, 68163, 245858, 6765, 86424, 208248, 67273, 64506, 110859, 104413, 115454, 9092, 232281, 44387, 24902, 144327, 54047, 97864, 82821, 16769, 72522, 221079, 96809, 62064, 216374]"
2753,"[235367, 86790, 216374, 237495, 143123, 84826, 116049, 203557, 219734, 72522, 216252, 50047, 14975, 251689, 230184, 250306, 58505, 190816, 27071, 153789, 158927, 151584, 130094, 65433, 241787, 216240, 8445, 7627, 103098, 234471, 99481, 203253, 143095, 30051, 68844, 234425, 77655, 65143, 68163, 86135, 191426, 122751, 164641, 90973, 63084, 195884, 215457, 6089, 54653, 191177]"
2766,"[249785, 251849, 207513, 180201, 11830, 26659, 206765, 39687, 237293, 68844, 56156, 245084, 153789, 86135, 45282, 67273, 116049, 64550, 229720, 142102, 131429, 50047, 119775, 209437, 52357, 167186, 98873, 86790, 149636, 232281, 110859, 210921, 103098, 170299, 35332, 191177, 63352, 97864, 121753, 107705, 148728, 82821, 181640, 96809, 6765, 29246, 86424, 135193, 47954, 236961]"
2788,"[86135, 35237, 191177, 245858, 57996, 56156, 86790, 63352, 103098, 86424, 181640, 27407, 6765, 64550, 131429, 122336, 115454, 50047, 235367, 234647, 193787, 116049, 67273, 217965, 208248, 45282, 57572, 68163, 97864, 102584, 130724, 110859, 121753, 209437, 129996, 24902, 18832, 243066, 54047, 221079, 37636, 149636, 24004, 237495, 93035, 216374, 203557, 12771, 211346, 238995]"
2789,"[116049, 235367, 121753, 180201, 250306, 191177, 16769, 64550, 86790, 54047, 221079, 30051, 237415, 249109, 103098, 84826, 14975, 242528, 140314, 251689, 193787, 143123, 184725, 203253, 219734, 110859, 168606, 99481, 249785, 215457, 153789, 53497, 65433, 208248, 45282, 10765, 68844, 7627, 130724, 155439, 29920, 240000, 152574, 58505, 118618, 202106, 149636, 86135, 27071, 24902]"
2795,"[245418, 225394, 167934, 251981, 64861, 50124, 215498, 13191, 85508, 83087, 106804, 134300, 221049, 77189, 73413, 212784, 97551, 170850, 247083, 168210, 154977, 23252, 78942, 30534, 101857, 176517, 9012, 142963, 149792, 89801, 113368, 144575, 249916, 79687, 247450, 62531, 207476, 236181, 73321, 107721, 133000, 241388, 154435, 139725, 12798, 190572, 128399, 126330, 216260, 168281]"
2799,"[216374, 209437, 16769, 30051, 235367, 143123, 221079, 250306, 116049, 29920, 86790, 237415, 14975, 121753, 72522, 36171, 53497, 84826, 131216, 27071, 203856, 103098, 191177, 219531, 240000, 64550, 184725, 140314, 250666, 242528, 104413, 12262, 29626, 48708, 99481, 35237, 19825, 7627, 199739, 191316, 5894, 251689, 245084, 140167, 8445, 155439, 234471, 70529, 210354, 153789]"
2800,"[115704, 232829, 61398, 219637, 35659, 202567, 34319, 251617, 85574, 50040, 94251, 164042, 130606, 237978, 131992, 113242, 33445, 154321, 220747, 191313, 183688, 250210, 235251, 249070, 109155, 123985, 243676, 244627, 77604, 35237, 181016, 232953, 216260, 188065, 87806, 121753, 1287, 56457, 174467, 14306, 89133, 219293, 6200, 31550, 62935, 88393, 163571, 140867, 208248, 224295]"
2804,"[107507, 86135, 7627, 63924, 64550, 250306, 252213, 22275, 86790, 166690, 53497, 174659, 190899, 204678, 83741, 218755, 235367, 130724, 174420, 16252, 103098, 44331, 90973, 221079, 50047, 131429, 58505, 191426, 8445, 74662, 232281, 5894, 237495, 6089, 68163, 216374, 60803, 182651, 136246, 234425, 143123, 14573, 87793, 180201, 54119, 116049, 122751, 62757, 143095, 129996]"
2828,"[103098, 235367, 193787, 216374, 191177, 64550, 237495, 99481, 86790, 27407, 101103, 84826, 203253, 24902, 149636, 72522, 63263, 14975, 54047, 130724, 203557, 104413, 205833, 67273, 68141, 45282, 16769, 234425, 50047, 131355, 86135, 210354, 219734, 250666, 118618, 249785, 53497, 252213, 135193, 7627, 184725, 225936, 143123, 216252, 233897, 221079, 68163, 245084, 195884, 204273]"
2846,"[250306, 119775, 191177, 6765, 57996, 86424, 245858, 45282, 203253, 35237, 86790, 56156, 234647, 131429, 103098, 92846, 237495, 115454, 130724, 68163, 64550, 63352, 93035, 208248, 202106, 104413, 223774, 102584, 235367, 245084, 24004, 27407, 193787, 57572, 20673, 251276, 181640, 221079, 17649, 217965, 208658, 37636, 50047, 168606, 110461, 181596, 29052, 116049, 160231, 53497]"
2847,"[180201, 121753, 208248, 195884, 169785, 83460, 191177, 6666, 237495, 251617, 79059, 94251, 181349, 122853, 73807, 116049, 216374, 6765, 86790, 246233, 181596, 151180, 53989, 217339, 251689, 8706, 38529, 153789, 182089, 184725, 30287, 204273, 29052, 157887, 103823, 104659, 191316, 130724, 215457, 125282, 116938, 56322, 250666, 249785, 218307, 148812, 103098, 149739, 224295, 150151]"
2862,"[152463, 231840, 119775, 181596, 180201, 45282, 223774, 6765, 17649, 90523, 191177, 48557, 115454, 249109, 57996, 228264, 24004, 35237, 37636, 232729, 56156, 118409, 93035, 103098, 218728, 237495, 231436, 109660, 104659, 47445, 251276, 191313, 186479, 116049, 207476, 24902, 65892, 18997, 19378, 238995, 12771, 250306, 2180, 72522, 110859, 201377, 225936, 92846, 39101, 14182]"
2867,"[193787, 116049, 35237, 191177, 205833, 149636, 215457, 250306, 9092, 57996, 144327, 207513, 130724, 191313, 53497, 100372, 245084, 235367, 210354, 168846, 67273, 118618, 242528, 64506, 250666, 237495, 29246, 225936, 68844, 208658, 135193, 180201, 247450, 44387, 63263, 102192, 79687, 170436, 86790, 11597, 103098, 92908, 245418, 216374, 195247, 190816, 104413, 249109, 96114, 102026]"
2869,"[237495, 221079, 251689, 116049, 16769, 54047, 140314, 64550, 86790, 216374, 14975, 216240, 143123, 237415, 72522, 75949, 250306, 195884, 146644, 5894, 53497, 184725, 68922, 226215, 250946, 30824, 159681, 40301, 63084, 208529, 207513, 130724, 30051, 209260, 103098, 90768, 68844, 241787, 50047, 90724, 153789, 155439, 234425, 70529, 37717, 190816, 174051, 32090, 85556, 191177]"
2887,"[247207, 233739, 111332, 222280, 187394, 113608, 148389, 46204, 55766, 106184, 98775, 193471, 4968, 10409, 205338, 210659, 74481, 239975, 153308, 75488, 69078, 39830, 155865, 30051, 125751, 160153, 113948, 201437, 129679, 79967, 156390, 241678, 244555, 220947, 19771, 34474, 211723, 98839, 237813, 239426, 164060, 20938, 12228, 246859, 146552, 238995, 59641, 184062, 102378, 76825]"
2890,"[64861, 225394, 167934, 77189, 168281, 226684, 196135, 236181, 9012, 241388, 212784, 12798, 23252, 61272, 85508, 107721, 83087, 26840, 170831, 221049, 186446, 30534, 170850, 92506, 1706, 144575, 89801, 31652, 56321, 201765, 190572, 251981, 20910, 215630, 152458, 212486, 211110, 183653, 154977, 62531, 172600, 179198, 136121, 60309, 51136, 33745, 47920, 213324, 232590, 17425]"
2891,"[56322, 168341, 189533, 130032, 246233, 38245, 122853, 76387, 8706, 219580, 208248, 246081, 20607, 250228, 11865, 218307, 34094, 135948, 241625, 120481, 151359, 33317, 173821, 150151, 109033, 53989, 206871, 170876, 144388, 227353, 121753, 232710, 97330, 241648, 30099, 122597, 76913, 169451, 105644, 136468, 4645, 91718, 224295, 220918, 130947, 235531, 244479, 177774, 169034, 213049]"
2906,"[53497, 64550, 116049, 203557, 219734, 151584, 190816, 5894, 68844, 70529, 203253, 7627, 65433, 166690, 27071, 122751, 103098, 86135, 19825, 195884, 191177, 62064, 99868, 234425, 215457, 62757, 143095, 232281, 156348, 68922, 139096, 63084, 6089, 130724, 189386, 131216, 191426, 102443, 3065, 47611, 180819, 29920, 182651, 40301, 242528, 157873, 75949, 121753, 35237, 180201]"
2911,"[14281, 247450, 10765, 199382, 206931, 33882, 48207, 20673, 142306, 83460, 168606, 204569, 78987, 170436, 208658, 124337, 158157, 205239, 146458, 216240, 69011, 118317, 228264, 119774, 109660, 217217, 251689, 68141, 13428, 138667, 202244, 84055, 45959, 6666, 208873, 184725, 129862, 144813, 93098, 186479, 104413, 224606, 49497, 84309, 27274, 197909, 147664, 73019, 231436, 174543]"
2914,"[104413, 237495, 116049, 235367, 68844, 35237, 64550, 16769, 249109, 242528, 202106, 152463, 118317, 20673, 10765, 191177, 181596, 122336, 86790, 250306, 170436, 180201, 26659, 207513, 115454, 102026, 231840, 219734, 221079, 24902, 153789, 203557, 6666, 65433, 53497, 242974, 169595, 54047, 218728, 14975, 249785, 64021, 232729, 140314, 201211, 209437, 27407, 86424, 58505, 30051]"
2915,"[237293, 205833, 209437, 189386, 49041, 153789, 52772, 103098, 27071, 99432, 1439, 107705, 140396, 93467, 32183, 1731, 130290, 80198, 142841, 138667, 54435, 135996, 215708, 202807, 95915, 41689, 218255, 244479, 132190, 69834, 153279, 110738, 95271, 77369, 65789, 205759, 110435, 52731, 124656, 51718, 119336, 139251, 181197, 147088, 148352, 79892, 45269, 229593, 160714, 141457]"
2918,"[249785, 119775, 167186, 57996, 245858, 122336, 234647, 56156, 92846, 208248, 229720, 6765, 63352, 250306, 77745, 223774, 251276, 37636, 180201, 160231, 149636, 24004, 110461, 243066, 57572, 242974, 238995, 159081, 17649, 202106, 152463, 68844, 191177, 29052, 27407, 115454, 102026, 211346, 225852, 93035, 60993, 45282, 83712, 102584, 12771, 39101, 181596, 217965, 12634, 211768]"
2927,"[32793, 186258, 5923, 83087, 30534, 85508, 145634, 226684, 196135, 167934, 50124, 154435, 1870, 101857, 154977, 57902, 149792, 12798, 73321, 176517, 17425, 139725, 78942, 225017, 60304, 201416, 80496, 61272, 183653, 24530, 87380, 249916, 136311, 142963, 126330, 220239, 2933, 211035, 20910, 20090, 234142, 197981, 170831, 64166, 134174, 203184, 1706, 26840, 24943, 53316]"
2929,"[191177, 26659, 104413, 35237, 235367, 168606, 152463, 29052, 24004, 119775, 57996, 6765, 86424, 86790, 102584, 203557, 247450, 249109, 234647, 63352, 17649, 20673, 60993, 201211, 242528, 16769, 10765, 29246, 216374, 110859, 153789, 118317, 56156, 221079, 130724, 14975, 208658, 64550, 93035, 181640, 207476, 121753, 184725, 115454, 229720, 72522, 90523, 24902, 140314, 54047]"
2936,"[35237, 229720, 163048, 249785, 149636, 121753, 191177, 242528, 118618, 216540, 172218, 145548, 250306, 128223, 24902, 68045, 107480, 103098, 208248, 241312, 100372, 68450, 232281, 209437, 142102, 99822, 48557, 210921, 9092, 203253, 232829, 92846, 115704, 219531, 220883, 249109, 86135, 61398, 63352, 63263, 216001, 116049, 34319, 191313, 219965, 24004, 208452, 56073, 29246, 106017]"
2937,"[245418, 186258, 32793, 5923, 83087, 64861, 85508, 13191, 167934, 241388, 196135, 226684, 73413, 215498, 168210, 247083, 149792, 50124, 77189, 97551, 154435, 168281, 236181, 62531, 23252, 73321, 144575, 133000, 101857, 212784, 57902, 154977, 190572, 210611, 176517, 107721, 80496, 78942, 170850, 61272, 139725, 126330, 9012, 201416, 142963, 220239, 183653, 2933, 170831, 249916]"
2939,"[64550, 54047, 84826, 50047, 103098, 30051, 5894, 70529, 184725, 210354, 251689, 104413, 191177, 19825, 86135, 131429, 216240, 218755, 241787, 129996, 204678, 209437, 90973, 122751, 215457, 77655, 234425, 82682, 158927, 234471, 35237, 130094, 191316, 149917, 164641, 45282, 149530, 62064, 40301, 180201, 182651, 236977, 195884, 63084, 249109, 229720, 156348, 16252, 60803, 4153]"
2949,"[149739, 117652, 21934, 35935, 143644, 213517, 57825, 83370, 85144, 16302, 184586, 19941, 13406, 54842, 55386, 105995, 241291, 185787, 192559, 66704, 238440, 14932, 95570, 180045, 106409, 122283, 125441, 11236, 231556, 42111, 186033, 196815, 64895, 22827, 200215, 70041, 109610, 178604, 14287, 240820, 13207, 191047, 230034, 182949, 94391, 167903, 137078, 67594, 203491, 170310]"
2950,"[235367, 250306, 237495, 221079, 216374, 143123, 16769, 72522, 64550, 219734, 191177, 54047, 215457, 166690, 103098, 203557, 237415, 153789, 193787, 203253, 84826, 216252, 5894, 180201, 14975, 251689, 140314, 50047, 131429, 241787, 58505, 184725, 143095, 151584, 30051, 45282, 19825, 70529, 35237, 249109, 234471, 210354, 242528, 16252, 27071, 60803, 68844, 74662, 65433, 86135]"
2953,"[203557, 221079, 153789, 235367, 16769, 86790, 140314, 116049, 75949, 184725, 216374, 14975, 251689, 2000, 72522, 179215, 47611, 103098, 143123, 30051, 90724, 250306, 27071, 191177, 45282, 131216, 17731, 172576, 191316, 219734, 104413, 202106, 64550, 140434, 32090, 53497, 54047, 249109, 195884, 28799, 157873, 84826, 209260, 208529, 151293, 87387, 230184, 6447, 146644, 180201]"
2962,"[191313, 216260, 163571, 177435, 249870, 183688, 154321, 33445, 47657, 244627, 219221, 1287, 172218, 57996, 22005, 161772, 5889, 126786, 143755, 153712, 113368, 51431, 29246, 196631, 143682, 79687, 140469, 51805, 229551, 144271, 32244, 237978, 139257, 59003, 71825, 247820, 236401, 87806, 225940, 195238, 229720, 174692, 165398, 212944, 171852, 192812, 111863, 24004, 157771, 22293]"
2982,"[104413, 249785, 118317, 249109, 235367, 237495, 116049, 57572, 247450, 102584, 168606, 180201, 115454, 242974, 2180, 202106, 181596, 231436, 99481, 122336, 24902, 68844, 203253, 93098, 118409, 86135, 63352, 64021, 217965, 35237, 72522, 86790, 216374, 53497, 201211, 14281, 221079, 82561, 12771, 102026, 14975, 152463, 26659, 251689, 231840, 63511, 86424, 180819, 206931, 142306]"
3003,"[217339, 83460, 56322, 31885, 208248, 247450, 183213, 208658, 149739, 38529, 117652, 183235, 251617, 104659, 132812, 250228, 148812, 139095, 9975, 212781, 6765, 133974, 125282, 182995, 39349, 152463, 116938, 248136, 11771, 25568, 181839, 242879, 207159, 231840, 102026, 52260, 178066, 124307, 119462, 250362, 168606, 118317, 128894, 128513, 246233, 232729, 227395, 58044, 38245, 226215]"
