playlist_idx,cluster,tracks_to_predict,random_recommendations,collaborative_filtering_recommendations,content_based_unweigted_recommendations,content_based_weigted_recommendations,hybrid_recommendations
8695,2,"['213671' '194010' '88842' '79408' '145830' '147078' '73807' '120194'
 '53912' '149710']","[104392, 248838, 68265, 234534, 205170, 122762, 214585, 213427, 122729, 247230, 138878, 17648, 98777, 92064, 168930, 686, 122913, 234404, 172465, 227172, 47690, 8012, 100703, 49794, 110670, 140367, 221722, 53429, 15429, 22488, 145494, 47525, 54211, 223335, 29316, 1081, 6872, 209965, 8782, 65539, 211955, 115364, 145532, 16110, 247559, 79102, 31968, 244936, 238567, 162795]","[191177, 35237, 232281, 106017, 180201, 208248, 110859, 229720, 235367, 103098, 250306, 177254, 237495, 202106, 249109, 149636, 6666, 94251, 242528, 250666, 207513, 242974, 102026, 216374, 220883, 181349, 168606, 125282, 10765, 151180, 122336, 180819, 247450, 86135, 8706, 57996, 27407, 96623, 26659, 250228, 221079, 181596, 218307, 73807, 116049, 181839, 195884, 67273, 249870, 187591]","[208248, 237495, 115475, 86497, 219637, 14364, 251276, 64166, 232281, 129186, 223858, 163621, 245084, 97904, 193787, 195028, 33199, 2097, 106017, 69460, 182297, 219881, 167186, 71406, 10309, 67191, 227992, 69416, 97301, 245519, 151297, 63864, 246657, 165876, 151263, 208960, 149636, 234445, 180201, 244061, 208658, 198584, 73908, 224295, 84055, 27636, 59604, 74000, 137497, 82657]","[10113, 240182, 96552, 250382, 234445, 129429, 16023, 241321, 71114, 203643, 83954, 104510, 142482, 232281, 211433, 74472, 250306, 101816, 64166, 208248, 139486, 53201, 144800, 169201, 181421, 246990, 137497, 96211, 9052, 35237, 115611, 223858, 223832, 172662, 249785, 127007, 38254, 63352, 203856, 103098, 146257, 242806, 89210, 83674, 31025, 17758, 26659, 16223, 166390, 59604]","[232281, 35237, 191177, 106017, 180201, 208248, 110859, 103098, 177254, 149636, 229720, 94251, 250306, 6666, 249109, 86790, 202106, 237495, 235367, 181349, 26659, 125282, 207513, 151180, 122336, 242528, 54047, 8706, 96623, 216374, 168606, 27407, 102026, 203557, 247450, 57996, 86424, 218307, 93035, 220883, 242974, 250666, 73807, 53497, 233897, 74000, 181839, 180819, 181596, 251617]"
8712,1,"['92421' '191177' '194103' '56156' '240926' '246233' '245520' '59128'
 '48936' '98189']","[231655, 12301, 231257, 242333, 195358, 35581, 166602, 97016, 7433, 164551, 114800, 164240, 232383, 106472, 151238, 247569, 86135, 80373, 101679, 123218, 1227, 110734, 165760, 147971, 127394, 104248, 37631, 206787, 27072, 222510, 17077, 189798, 55007, 124166, 208481, 59231, 96126, 75490, 141567, 23804, 174278, 65907, 158051, 182719, 128663, 250382, 154047, 128957, 140899, 152429]","[247450, 251617, 216260, 6666, 47657, 89133, 111863, 168972, 246233, 87806, 34319, 232729, 175382, 174692, 163571, 249870, 51431, 201211, 183213, 77995, 136850, 102026, 17731, 29246, 219221, 103823, 109660, 172218, 229551, 35237, 71481, 22005, 119774, 139257, 208730, 161772, 104413, 227170, 217339, 49497, 204596, 235251, 14281, 29052, 237978, 84309, 198293, 118317, 56457, 49096]","[29052, 26659, 180201, 3939, 208248, 93035, 123704, 129186, 250306, 14364, 245084, 121753, 130522, 251276, 154312, 242528, 149636, 60192, 138983, 56156, 20249, 249785, 122336, 193787, 169352, 57902, 141508, 140469, 234445, 237495, 102680, 235367, 196250, 58917, 223154, 95724, 29246, 245519, 229720, 176346, 182297, 235385, 115640, 35237, 127975, 183688, 89370, 174796, 55235, 192267]","[96552, 235367, 218275, 249785, 129186, 250306, 208248, 58917, 123704, 93035, 227260, 26659, 79059, 221079, 180201, 14364, 247320, 35237, 203643, 29246, 243869, 44263, 103098, 138983, 88393, 31030, 241891, 53989, 7225, 80445, 21766, 251276, 112272, 60873, 189020, 242528, 9570, 117214, 84255, 25286, 87134, 115640, 223858, 38627, 24004, 24205, 161430, 194684, 209230, 60192]","[247450, 251617, 216260, 47657, 6666, 89133, 34319, 168972, 111863, 246233, 175382, 232729, 87806, 201211, 163571, 249870, 183213, 174692, 136850, 51431, 102026, 17731, 77995, 103823, 172218, 219221, 235251, 29246, 109660, 229551, 71481, 22005, 161772, 217339, 35237, 208730, 119774, 227170, 49497, 198293, 14281, 208658, 56457, 204569, 29052, 104413, 191177, 84309, 237978, 204596]"
8717,1,"['98897' '199031' '63352' '154646' '183160' '36498' '106124' '212336'
 '215365' '118409']","[41674, 122347, 62406, 162974, 148503, 13622, 234526, 26816, 20315, 144268, 230784, 228868, 137277, 86515, 170774, 18097, 239019, 18710, 118682, 29805, 124696, 50821, 238591, 94481, 128664, 177743, 102943, 210844, 222100, 221669, 115676, 171424, 97675, 192616, 15781, 244491, 229568, 126383, 80760, 180831, 112732, 61354, 120053, 233495, 166376, 112803, 246482, 103029, 13942, 116529]","[212881, 34319, 35237, 183688, 87806, 191177, 29246, 163571, 237978, 174692, 47657, 1287, 113368, 143755, 35659, 79687, 181640, 247450, 249870, 235251, 57996, 189201, 61398, 202567, 177435, 207476, 208248, 207513, 229720, 29052, 56457, 118317, 116049, 134641, 161772, 103098, 208382, 20673, 195238, 104413, 233897, 242528, 164042, 85574, 9975, 97864, 224422, 224295, 32244, 232729]","[208248, 250306, 245084, 26659, 59604, 3939, 219637, 180201, 56156, 182297, 14364, 237495, 121753, 151297, 129186, 251276, 242528, 193787, 232281, 97301, 88393, 194008, 82657, 154312, 138983, 29246, 174796, 123704, 149636, 210624, 123773, 191471, 57996, 140469, 218275, 161430, 243869, 207476, 94978, 191313, 24004, 231119, 51993, 122336, 249785, 79059, 140411, 102680, 69460, 33687]","[96552, 208248, 129186, 249785, 250306, 203643, 250382, 235367, 137291, 243869, 26659, 191313, 104302, 147415, 232281, 53989, 14364, 142482, 14182, 112272, 180201, 57902, 58917, 245084, 66334, 234445, 227260, 88393, 218275, 35237, 79059, 56156, 229720, 3939, 223832, 29246, 38256, 169201, 147522, 121854, 111034, 27407, 24004, 83712, 153676, 25286, 140411, 17758, 82657, 153712]","[212881, 35237, 34319, 183688, 87806, 29246, 163571, 237978, 191177, 174692, 47657, 1287, 113368, 79687, 35659, 247450, 235251, 229720, 143755, 181640, 57996, 249870, 202567, 56457, 61398, 116049, 103098, 177435, 208248, 207476, 189201, 207513, 134641, 29052, 104413, 164042, 9975, 195238, 208382, 161772, 168606, 224295, 233897, 85574, 6200, 123985, 215955, 97864, 118317, 45495]"
8719,0,"['108393' '2149' '42811' '242505' '65642' '12274' '14952' '132398'
 '204904' '126735']","[19486, 62915, 106263, 74474, 85057, 110809, 199361, 1070, 138270, 216893, 142242, 164700, 139320, 161704, 33997, 146692, 166339, 187441, 241366, 164164, 181557, 186399, 197257, 18310, 70265, 15054, 178044, 80586, 117769, 186382, 105337, 240947, 65831, 238191, 164951, 44334, 203429, 51025, 12856, 62713, 13115, 169868, 71502, 146743, 245041, 34833, 20650, 169933, 54434, 166990]","[65642, 150349, 193887, 12583, 45217, 36933, 86135, 2149, 42814, 96476, 164776, 127525, 12274, 151281, 916, 45825, 219734, 39830, 163050, 231551, 76833, 99298, 124497, 134388, 172058, 214209, 10737, 209171, 170291, 105061, 64550, 84432, 132398, 125751, 112869, 154961, 3142, 108393, 237495, 224099, 114302, 21462, 203253, 80939, 138782, 204273, 98787, 42999, 72541, 123310]","[93035, 123704, 1578, 118771, 223175, 126544, 11036, 41298, 245108, 10294, 116125, 68067, 62295, 236409, 170070, 12977, 32700, 142512, 100157, 213124, 176605, 54908, 120734, 88119, 158166, 9373, 98521, 60277, 193436, 146333, 6318, 175374, 137425, 10765, 95654, 10377, 245418, 81175, 245337, 151482, 189224, 146644, 78010, 56853, 206752, 146178, 96468, 155866, 114146, 45949]","[93035, 118771, 58320, 123704, 223175, 202694, 89663, 237495, 92706, 114146, 7897, 34491, 193890, 189224, 123797, 154152, 140813, 94221, 23146, 139815, 218275, 14364, 195511, 175629, 19324, 1578, 245108, 142075, 169343, 126544, 96054, 95654, 218837, 22655, 42422, 142918, 193436, 218656, 75637, 239461, 146333, 202319, 10765, 9373, 243201, 11036, 8790, 17872, 32700, 88119]","[65642, 150349, 193887, 143123, 45217, 96476, 36933, 2149, 42814, 12583, 164776, 151281, 207513, 916, 12274, 127525, 181596, 93035, 231551, 39830, 163050, 172058, 214209, 45825, 99298, 170291, 112869, 16769, 242528, 124497, 76833, 64550, 134388, 125751, 10737, 84432, 105061, 209171, 241787, 116049, 132398, 250946, 237493, 195884, 84826, 150055, 154961, 149917, 21462, 30051]"
8723,2,"['22275' '246879' '213813' '172983' '50047' '133562' '82821' '1439'
 '59800' '205574']","[64421, 248094, 175058, 226547, 18466, 162122, 93953, 28515, 176414, 112079, 192551, 64212, 242736, 188241, 169078, 203913, 175097, 202629, 118553, 80855, 171263, 141443, 230368, 17541, 62810, 245552, 136408, 225069, 79570, 12713, 45078, 232588, 68460, 237510, 86436, 60118, 67215, 114034, 148073, 143617, 138832, 167333, 50514, 213710, 8434, 62889, 78426, 198922, 38490, 242128]","[221079, 16769, 203557, 54047, 53497, 237415, 50047, 58505, 210354, 86135, 140314, 219734, 103098, 143123, 7627, 191177, 230184, 153789, 72522, 65433, 216252, 131429, 193787, 166690, 232281, 203253, 90973, 129996, 82682, 77655, 5894, 149917, 151584, 190899, 49453, 189386, 104413, 35237, 70529, 215457, 62757, 16252, 30051, 158927, 180201, 149530, 195884, 242528, 40301, 99481]","[237818, 250306, 208248, 156298, 71907, 237495, 86790, 36171, 149917, 19278, 232281, 191269, 190011, 169067, 54119, 63230, 126197, 29052, 230729, 248305, 123133, 245084, 106903, 163621, 187773, 44898, 248921, 73914, 97904, 93035, 26659, 186883, 123797, 216470, 39491, 145179, 50047, 46586, 151604, 134172, 61364, 33309, 232001, 131429, 76572, 229791, 180201, 50662, 82821, 219881]","[156298, 250306, 237818, 123797, 191269, 237495, 149917, 51129, 168451, 31218, 232281, 203494, 71907, 13597, 173630, 48249, 37532, 46586, 63230, 86135, 54119, 26659, 245084, 124237, 93385, 123133, 122425, 53497, 115552, 77655, 99318, 199756, 113059, 184195, 208248, 131429, 147415, 234471, 34573, 203253, 248305, 51702, 29217, 250011, 164095, 16769, 120212, 83741, 66575, 207754]","[221079, 16769, 203557, 53497, 54047, 237415, 50047, 210354, 86135, 58505, 140314, 143123, 103098, 7627, 219734, 65433, 191177, 153789, 72522, 131429, 230184, 216252, 203253, 232281, 166690, 129996, 90973, 193787, 82682, 5894, 77655, 180201, 70529, 104413, 190899, 49453, 149917, 151584, 189386, 99481, 149530, 143095, 241787, 215457, 30051, 62757, 158927, 16252, 35237, 139096]"
8731,0,"['198496' '170310' '184785' '69527' '135349' '89301' '164270' '109755'
 '11830' '13042']","[160301, 166486, 238076, 210850, 174849, 158078, 156864, 163394, 77415, 182199, 97132, 4454, 221719, 220028, 195071, 9284, 94475, 146042, 184249, 93093, 172358, 147341, 42994, 34560, 30413, 73062, 193611, 21151, 172775, 190514, 155789, 125577, 157713, 90841, 226329, 57560, 5910, 46300, 170930, 152888, 77496, 223296, 181775, 121844, 58590, 96783, 150789, 154902, 88867, 161985]","[24902, 249785, 180201, 67273, 35237, 181596, 97864, 104413, 208248, 163048, 121753, 33882, 63352, 209750, 242528, 103098, 237650, 116049, 184725, 114167, 225936, 199770, 10765, 216001, 110859, 224606, 104659, 11830, 191177, 102192, 102026, 18997, 194878, 237495, 130724, 115454, 45495, 194466, 20673, 145548, 169595, 20809, 251311, 92846, 94409, 107480, 142306, 118317, 58073, 144877]","[208248, 97301, 223154, 241891, 14364, 11772, 188391, 122245, 127975, 70996, 128432, 168947, 234445, 129429, 96211, 144800, 115283, 111424, 83954, 44263, 58710, 96387, 206691, 10249, 104187, 157126, 180201, 186497, 223858, 215461, 235744, 32684, 97026, 121753, 12343, 96378, 93597, 69416, 52357, 103886, 101878, 156386, 119775, 56156, 94978, 25534, 33687, 1481, 155954, 162595]","[129429, 101816, 234445, 144800, 208248, 22850, 27701, 37869, 80475, 44263, 14364, 223858, 112422, 26659, 71114, 122245, 61073, 119775, 113851, 10377, 249785, 215808, 88172, 142115, 12343, 173916, 109660, 151401, 240182, 9052, 96552, 178902, 241321, 107844, 29052, 48235, 35237, 248452, 138601, 191177, 100981, 10113, 1481, 96387, 106119, 83954, 246990, 16827, 216417, 32684]","[24902, 180201, 249785, 67273, 181596, 97864, 104413, 35237, 242528, 163048, 208248, 121753, 33882, 63352, 237650, 209750, 103098, 114167, 102192, 199770, 45495, 110859, 116049, 191177, 11830, 251311, 130724, 237495, 225936, 224606, 216001, 72522, 145548, 194466, 207513, 203526, 20809, 194878, 239354, 18997, 107480, 217965, 144877, 235367, 250306, 45282, 58073, 104659, 115454, 94409]"
8735,1,"['221506' '74117' '129186' '182702' '176401' '170333' '459' '459' '39147'
 '191930']","[104517, 12800, 39496, 4819, 12294, 2052, 120866, 145763, 96413, 58196, 249536, 110829, 7852, 165216, 111741, 174666, 88414, 29764, 80028, 184828, 7434, 54948, 120875, 211167, 85828, 179647, 197837, 161934, 116137, 41504, 207503, 62550, 140193, 30392, 1417, 143051, 11013, 55137, 14834, 242345, 211685, 149276, 207854, 22394, 50521, 56028, 97902, 171994, 28854, 20389]","[135948, 4645, 130032, 97130, 165802, 206400, 136468, 46380, 87043, 135471, 80118, 176401, 74117, 84507, 31007, 238860, 176751, 76387, 97330, 66741, 227614, 177055, 237951, 459, 231587, 241625, 67401, 11321, 58141, 129186, 136905, 52260, 82207, 168149, 169451, 54114, 242196, 56322, 2864, 131439, 73995, 79686, 131254, 129035, 196134, 36852, 97846, 102468, 184315, 135397]","[64892, 151898, 17801, 43155, 184315, 177055, 168341, 178920, 27063, 130032, 102881, 79611, 190769, 97130, 117402, 71107, 241395, 26657, 77552, 175642, 193996, 11865, 133974, 127062, 76387, 173524, 169451, 136468, 208382, 23606, 185602, 75920, 97330, 108569, 231109, 46380, 145047, 125036, 44021, 102475, 81802, 116728, 17147, 95510, 52864, 30099, 133045, 135471, 68823, 87942]","[10939, 26201, 153676, 129186, 147304, 235261, 116728, 377, 84219, 97130, 208382, 151898, 84350, 15182, 66801, 130032, 32503, 133873, 136468, 44021, 3247, 58351, 26657, 38245, 80538, 82475, 9434, 237951, 218600, 169451, 184315, 170876, 38122, 251229, 169034, 133045, 242594, 235354, 189358, 245905, 85001, 127062, 218810, 14377, 185765, 177055, 163416, 225660, 196784, 150640]","[4645, 135948, 130032, 97130, 165802, 136468, 206400, 87043, 46380, 135471, 80118, 176401, 74117, 238860, 31007, 97330, 84507, 176751, 76387, 177055, 227614, 237951, 66741, 241625, 231587, 459, 67401, 129186, 11321, 82207, 58141, 136905, 56322, 54114, 52260, 242196, 73995, 168149, 129035, 131254, 169451, 196134, 135397, 190925, 131439, 97846, 79686, 218685, 184315, 106954]"
8746,0,"['250750' '244444' '126670' '206937' '95925' '151327' '44660' '191646'
 '123566' '129808']","[170624, 196080, 80818, 160104, 139566, 242799, 91222, 64728, 194861, 229054, 76693, 18220, 208415, 98191, 108499, 223319, 211568, 150345, 108509, 72126, 18042, 231122, 108881, 51621, 119295, 218993, 241482, 146864, 96074, 166066, 83013, 48498, 177593, 9720, 18449, 65317, 13911, 137895, 96354, 250967, 44514, 37564, 118259, 122569, 3313, 110436, 51909, 97112, 95978, 169653]","[27407, 35237, 251849, 121753, 216540, 128223, 233897, 206765, 10765, 241312, 124094, 52357, 142102, 35332, 131355, 63263, 45282, 208452, 237293, 11830, 118618, 154652, 39687, 83674, 184637, 237495, 166576, 236961, 213713, 219965, 37844, 84309, 107705, 148728, 92210, 41723, 170409, 61930, 43498, 76162, 3689, 48207, 32876, 149636, 98873, 47954, 221079, 190008, 54207, 105231]","[250306, 135627, 187095, 94978, 204569, 251276, 142102, 167485, 139303, 5060, 46900, 75328, 114751, 184975, 140411, 29246, 144748, 219881, 82545, 219451, 103197, 180201, 13068, 126566, 247885, 101856, 103403, 201775, 114637, 181430, 24004, 96211, 10818, 37636, 188482, 104782, 79377, 158851, 180329, 5897, 157198, 232350, 175163, 145841, 9681, 142991, 107627, 57620, 193109, 112292]","[218275, 118771, 181430, 245656, 96552, 173916, 140411, 235367, 24004, 142102, 89858, 149917, 14364, 109226, 220452, 223832, 44263, 13068, 188482, 22850, 100456, 250306, 7897, 217598, 177023, 207513, 108780, 157198, 203856, 203077, 195511, 110093, 126958, 142482, 156274, 6743, 35237, 141420, 82545, 2125, 9288, 58917, 208452, 83712, 120972, 119775, 251849, 150180, 135627, 164730]","[27407, 35237, 251849, 216540, 142102, 52357, 206765, 35332, 121753, 128223, 45282, 154652, 237495, 37844, 3689, 208452, 10765, 221079, 47954, 86861, 192503, 16769, 135627, 10377, 92210, 209437, 207513, 148728, 41723, 186573, 149636, 118618, 83674, 235294, 184637, 166576, 108926, 707, 216240, 124094, 63263, 170409, 131355, 190008, 43498, 61815, 117290, 63477, 213713, 36527]"
8753,2,"['14207' '207312' '56602' '134242' '41090' '22684' '122205' '154672'
 '27854' '213910']","[148022, 194628, 159705, 192098, 206771, 234420, 21197, 194484, 136117, 160551, 211928, 1396, 18621, 212313, 212553, 118937, 87106, 178919, 131645, 151968, 172927, 106994, 116488, 225637, 244650, 145420, 7139, 19560, 158877, 209867, 21896, 77418, 82238, 134839, 50700, 125963, 15546, 130542, 2020, 182413, 241224, 244784, 237831, 18300, 227463, 176846, 152740, 197729, 104555, 119448]","[53442, 84350, 251849, 135471, 109033, 60047, 218685, 193010, 157693, 237293, 219580, 30099, 94603, 108569, 230872, 168341, 232845, 206871, 168606, 250306, 169451, 75920, 233951, 175642, 71175, 148728, 150917, 16769, 76387, 51257, 170876, 241834, 52357, 27407, 142102, 216540, 42126, 151359, 128223, 178741, 95730, 206765, 216562, 26657, 99481, 179130, 78755, 30659, 247450, 151180]","[167726, 84229, 22630, 106114, 94888, 251966, 5035, 179518, 216669, 139061, 34469, 30074, 34108, 234075, 181169, 135893, 205904, 21253, 125224, 93392, 234644, 159543, 236994, 211288, 102507, 162182, 195757, 218380, 207776, 90547, 109117, 121483, 24955, 135172, 132655, 169573, 53002, 177055, 34424, 223579, 124345, 150573, 187880, 94292, 17191, 150438, 177684, 189902, 142819, 58226]","[135172, 37105, 162182, 109117, 187880, 223456, 69158, 195757, 112290, 119677, 156439, 73315, 183601, 249710, 19290, 98111, 169573, 60333, 232985, 1419, 158825, 61735, 13875, 213000, 55276, 165933, 167726, 59616, 194071, 883, 31031, 52539, 220398, 116408, 172580, 240169, 223205, 138882, 205904, 245213, 192016, 130704, 205059, 74672, 234845, 140737, 47568, 93324, 240829, 222899]","[76387, 46115, 207796, 135983, 27026, 171195, 201620, 185919, 151229, 86355, 66751, 111034, 71075, 131247, 188369, 137498, 62122, 81192, 143414, 73073, 133855, 235981, 148015, 81652, 93392, 122569, 165814, 59362, 133708, 176925, 158712, 247213, 75658, 200955, 48223, 247623, 50389, 91607, 217300, 35084, 86525, 75928, 68118, 239118, 142652, 75062, 69128, 207312, 36870, 119367]"
8763,2,"['64550' '38952' '86790' '184294' '249186' '50047' '249332' '90973'
 '123133' '156298']","[112139, 11308, 100996, 110801, 178541, 200907, 18814, 90123, 67350, 224088, 78489, 184128, 66781, 181013, 168445, 193266, 26606, 198467, 51298, 40935, 46726, 219604, 219729, 222801, 106501, 81187, 22659, 201179, 191604, 128036, 159933, 44635, 91803, 86556, 137377, 84724, 4099, 193348, 114213, 233325, 207689, 225785, 244215, 181432, 78646, 227811, 63085, 21028, 228018, 222332]","[64550, 86790, 143123, 58505, 190816, 54047, 50047, 250306, 72522, 251689, 30051, 210354, 103098, 70529, 218755, 153789, 65143, 166690, 7627, 184725, 151584, 203253, 234425, 27071, 99481, 149530, 195884, 75949, 104413, 134758, 241787, 68844, 90973, 164641, 149917, 77655, 122751, 40301, 217892, 155439, 99868, 68163, 158927, 139096, 90724, 17976, 149486, 187276, 174543, 4153]","[237818, 208248, 156298, 250306, 63230, 237495, 232281, 19278, 71907, 86790, 36171, 97904, 149917, 245084, 191269, 123797, 90967, 232001, 73914, 194633, 190011, 248305, 64550, 54119, 61364, 187773, 212343, 221079, 134172, 123133, 114593, 53497, 121796, 117593, 158927, 230729, 145179, 86135, 180201, 47250, 126197, 166690, 106903, 216470, 93035, 227647, 29052, 206765, 248921, 219881]","[237818, 168451, 156298, 191269, 237495, 250306, 31218, 123133, 16769, 51129, 124237, 37532, 232281, 83741, 184195, 86135, 99318, 207754, 34573, 49666, 71907, 203253, 13597, 53497, 26659, 149917, 80475, 131429, 49453, 199756, 173630, 203494, 48249, 221079, 77655, 248305, 50047, 120212, 51702, 99751, 21189, 123797, 116722, 117593, 186705, 187343, 46586, 229791, 99299, 84600]","[86790, 64550, 143123, 58505, 190816, 54047, 50047, 250306, 72522, 251689, 210354, 30051, 70529, 103098, 7627, 153789, 218755, 65143, 166690, 151584, 184725, 234425, 27071, 203253, 149530, 241787, 99481, 68844, 75949, 195884, 90973, 104413, 155439, 149917, 134758, 99868, 164641, 122751, 40301, 77655, 90724, 130094, 215457, 217892, 158927, 68163, 122900, 139096, 234471, 191177]"
